ISIN Code,Lowest Accepted Yield,Average Yield,Highest Accepted Yield,Average Rate of Discount (%),Average Price per £100 Nominal (£),Tail (In Yield Terms),Amount Tendered For (£),Amount On Offer (£),Bid to Cover Ratio,Amount Allocated (£),Maturity (Months),Maturity Date,Highest Yield % Filled,Date
GB00BXR7B677,0.44,0.443325,0.45,0.442836,99.889594425895,0.006675,6346400000,1500000000,4.23,1499969160.0,3,2016-06-13,92.18,2016-03-11
GB00BXR8SY79,0.455,0.481309,0.489,0.480157,99.76057942521999,0.007691,5589200000,2000000000,2.79,1999999700.0,6,2016-09-12,46.18,2016-03-11
GB00BXKJNP30,0.4,0.42366,0.43,0.423522,99.967510613828,0.00634,4883150000,1000000000,4.88,999944000.0,1,2016-04-11,56.12,2016-03-11
GB00BXR7KQ03,0.455,0.47769399999999995,0.488,0.476559,99.76237338441601,0.010306,5008150000,2000000000,2.5,1999992400.0,6,2016-09-19,75.04,2016-03-18
GB00BDNRNG57,0.38,0.4152940000000001,0.424,0.415162,99.968151976334,0.008706,5086850000,1000000000,5.09,999997155.0,1,2016-04-18,6.11,2016-03-18
GB00BDNSQP86,0.42,0.437855,0.446,0.437378,99.890955188199,0.008145,4771100000,1500000000,3.18,1499997730.0,3,2016-06-20,79.62,2016-03-18
GB00BXKJX869,0.37,0.3852,0.38799999999999996,0.38509,99.971513870333,0.0028000000000000004,3015200000,500000000,6.03,500000000.0,1,2016-04-25,75.54,2016-03-25
GB00BXR7KV55,0.41,0.453638,0.483,0.4531310000000001,99.888269032525,0.029362,3404000000,1500000000,2.27,1500000000.0,3,2016-06-27,90.5,2016-03-25
GB00BXR91W99,0.451,0.48143,0.488,0.480283,99.76183207327401,0.00657,4759700000,2000000000,2.38,1999988500.0,6,2016-09-26,21.26,2016-03-25
GB00BXKK0Q64,0.368,0.377436,0.39,0.377323,99.97002092439199,0.012564,2724600000,500000000,5.45,500000000.0,1,2016-05-03,87.42857,2016-04-01
GB00BXR7NH27,0.42,0.460165,0.479,0.459638,99.885405401385,0.018835,4431300000,1500000000,2.95,1500000000.0,3,2016-07-04,21.35,2016-04-01
GB00BXR94P38,0.46,0.481999,0.495,0.480843,99.76023701710399,0.013001,4433850000,2000000000,2.22,2000000000.0,6,2016-10-03,14.5,2016-04-01
GB00BXR6QG91,0.36,0.385949,0.41700000000000004,0.385835,99.97040171660299,0.031051,3009600000,500000000,6.02,500000000.0,1,2016-05-09,35.6,2016-04-08
GB00BXR7PQ57,0.43,0.462241,0.478,0.46170900000000004,99.884889011526,0.015759000000000002,4191200000,1500000000,2.79,1499999700.0,3,2016-07-11,10.66,2016-04-08
GB00BXR97N29,0.46,0.48490900000000003,0.495,0.483739,99.758792973955,0.010091,4728650000,2000000000,2.36,1999992500.0,6,2016-10-10,59.75,2016-04-08
GB00BXR80D04,0.47,0.491637,0.5,0.490435,99.755454466551,0.008362999999999999,4288450000,2000000000,2.14,1999998000.0,6,2016-10-17,64.58,2016-04-15
GB00BXKJX646,0.44799999999999995,0.451299,0.462,0.450792,99.88761081431801,0.010701,5511050000,1500000000,3.67,1500000000.0,3,2016-07-18,66.3,2016-04-15
GB00BDNS5175,0.36,0.38648899999999997,0.406,0.386374,99.97036031648099,0.019511,1796450000,500000000,3.59,500000000.0,1,2016-05-16,22.63333,2016-04-15
GB00BXR6ZT53,0.365,0.387457,0.405,0.387342,99.97028610301399,0.017543,2012700000,500000000,4.03,500000000.0,1,2016-05-23,15.0,2016-04-22
GB00BXR80C96,0.4270000000000001,0.439426,0.44799999999999995,0.438945,99.890564369491,0.008574,4333550000,1000000000,4.33,999952350.0,3,2016-07-25,20.47,2016-04-22
GB00BXR9JC59,0.475,0.48252,0.488,0.481362,99.75997847572201,0.0054800000000000005,7191500000,2000000000,3.6,2000000000.0,6,2016-10-24,91.5,2016-04-22
GB00BXR74355,0.36,0.38257800000000003,0.4,0.382466,99.970660161473,0.017422,1648850000,500000000,3.3,499995450.0,1,2016-05-31,38.21,2016-04-29
GB00BXR83C02,0.41,0.444691,0.45899999999999996,0.444204,99.89047026356,0.014309,3258000000,1000000000,3.26,1000000000.0,3,2016-08-01,50.0,2016-04-29
GB00BXR9N561,0.47,0.484914,0.495,0.48375100000000004,99.76011264048799,0.010086,5384500000,2000000000,2.69,1999977600.0,6,2016-10-31,88.76,2016-04-29
GB00BXR77036,0.37,0.390406,0.419,0.390289,99.970060013289,0.028594,1366550000,500000000,2.73,499999200.0,1,2016-06-06,9.42,2016-05-06
GB00BXR86987,0.41,0.446518,0.455,0.446021,99.888800126023,0.008482,3649450000,1000000000,3.65,999987480.0,3,2016-08-08,99.48,2016-05-06
GB00BXR9RC18,0.38,0.49215600000000004,0.499,0.490951,99.755196942342,0.006843999999999999,7103550000,2500000000,2.84,2499970000.0,6,2016-11-07,91.53,2016-05-06
GB00BXR9W711,0.465,0.4913880000000001,0.498,0.490187,99.75557801910101,0.006612000000000001,6845150000,2500000000,2.74,2499948900.0,6,2016-11-14,7.67,2016-05-13
GB00BXR70P93,0.4,0.443496,0.451,0.4430060000000001,99.88955188712299,0.007504,3983100000,1000000000,3.98,999999360.0,3,2016-08-15,74.88,2016-05-13
GB00BXR7B677,0.366,0.381558,0.39399999999999996,0.381446,99.97073836220196,0.012442,1993500000,500000000,3.99,500000000.0,1,2016-06-13,6.66666,2016-05-13
GB00BDNSQP86,0.37,0.390757,0.4270000000000001,0.39064,99.970033103389,0.036243,1412400000,500000000,2.82,500000000.0,1,2016-06-20,14.4,2016-05-20
GB00BXR8GH66,0.41,0.430623,0.43799999999999994,0.430161,99.89275433706601,0.007377,5126400000,1000000000,5.13,999946400.0,3,2016-08-22,95.76,2016-05-20
GB00BXR8GD29,0.47,0.492942,0.498,0.491733,99.75480693711,0.005058,6054200000,2500000000,2.42,2499999000.0,6,2016-11-21,58.65,2016-05-20
GB00BXR7KV55,0.38,0.39049,0.40700000000000003,0.390377,99.971122779704,0.01651,1599000000,500000000,3.2,499998000.0,1,2016-06-27,83.33,2016-05-27
GB00BXR8LB57,0.42,0.425889,0.43,0.425437,99.893932078293,0.004111,4911200000,1000000000,4.91,999981950.0,3,2016-08-30,71.45,2016-05-27
GB00BXRB4V59,0.47,0.493721,0.501,0.492515,99.755766451096,0.007279000000000002,5057400000,2500000000,2.02,2499995100.0,6,2016-11-28,27.01,2016-05-27
GB00BXR7NH27,0.375,0.382575,0.39,0.382463,99.970660391475,0.007425,2385400000,500000000,4.77,499981750.0,1,2016-07-04,12.9,2016-06-03
GB00BXR8NT71,0.409,0.415536,0.423,0.415106,99.89650783095101,0.007463999999999998,5244550000,1000000000,5.24,1000000000.0,3,2016-09-05,93.0,2016-06-03
GB00BXRB7Q12,0.46,0.4897590000000001,0.498,0.488566,99.75638632827,0.008241,5997100000,2500000000,2.4,2499981000.0,6,2016-12-05,65.64,2016-06-03
GB00BXRBB362,0.46,0.491423,0.4970000000000001,0.4902220000000001,99.755560652258,0.005577,5347750000,2500000000,2.14,2499941000.0,6,2016-12-12,86.92,2016-06-10
GB00BXR8SY79,0.405,0.413513,0.42,0.413087,99.89701115445601,0.006487000000000001,7233300000,2500000000,2.89,2499938400.0,3,2016-09-12,25.34,2016-06-10
GB00BXR7PQ57,0.355,0.373764,0.38,0.373657,99.971335911806,0.006236,1992100000,500000000,3.98,499999700.0,1,2016-07-11,86.9,2016-06-10
GB00BXKJX646,0.25,0.341015,0.38799999999999996,0.34092599999999995,99.97384678690099,0.046985,1683050000,500000000,3.37,499997450.0,1,2016-07-18,75.21,2016-06-17
GB00BXR7KQ03,0.389,0.425709,0.45399999999999996,0.42525799999999997,99.893976859876,0.028291000000000007,4505500000,2500000000,1.8,2500000000.0,3,2016-09-19,100.0,2016-06-17
GB00BXR91S53,0.45,0.500336,0.568,0.499091,99.751138258544,0.067664,3586550000,2500000000,1.43,2500000000.0,6,2016-12-19,94.225,2016-06-17
GB00BXR80C96,0.1,0.345975,0.47,0.34588299999999994,99.973466494193,0.124025,893600000,500000000,1.79,499996000.0,1,2016-07-25,80.88,2016-06-24
GB00BXR91W99,0.31,0.369899,0.37799999999999995,0.3695580000000001,99.907863574976,0.008101,3714400000,1500000000,2.48,1500000000.0,3,2016-09-26,52.05,2016-06-24
GB00BXRBL148,0.369,0.537945,0.748,0.5364899999999999,99.72955018168501,0.21005500000000002,2386300000,1500000000,1.59,1500000000.0,6,2016-12-28,71.85,2016-06-24
GB00BXR83C02,0.1,0.32746499999999995,0.447,0.32738300000000004,99.974885706123,0.11953499999999999,1127300000,500000000,2.25,500000000.0,1,2016-08-01,16.8,2016-07-01
GB00BXR94P38,0.2,0.40016599999999997,0.509,0.399767,99.900332022465,0.10883399999999999,3688100000,2500000000,1.48,2500000000.0,3,2016-10-03,59.5,2016-07-01
GB00BXRBNV82,0.3,0.39191,0.45,0.391141,99.803893470361,0.05809,9707600000,2500000000,3.88,2499940000.0,6,2017-01-03,38.0,2016-07-01
GB00BXR97N29,0.23,0.365821,0.4,0.365488,99.90887841948201,0.034179,8752450000,2500000000,3.5,2499986400.0,3,2016-10-10,81.36,2016-07-08
GB00BXRBRD80,0.2,0.362037,0.39799999999999996,0.361385,99.819802737805,0.035962999999999995,16014800000,3000000000,5.34,3000000000.0,6,2017-01-09,61.6,2016-07-08
GB00BXR86987,0.23,0.268495,0.34,0.26844,99.97940736472799,0.071505,2276600000,500000000,4.55,499995575.0,1,2016-08-08,42.85,2016-07-08
GB00BXR70P93,0.27,0.316778,0.35,0.316701,99.975705125761,0.033222,3152500000,500000000,6.31,499978000.0,1,2016-08-15,57.05,2016-07-15
GB00BXR80D04,0.318,0.398933,0.429,0.398537,99.900638816422,0.030067,7352700000,2500000000,2.94,2500000000.0,3,2016-10-17,87.75,2016-07-15
GB00BXR9JJ29,0.301,0.359609,0.4,0.35896500000000003,99.821009067085,0.040391,13097600000,3000000000,4.37,2999990025.0,6,2017-01-16,33.63,2016-07-15
GB00BXR8GH66,0.298,0.313544,0.349,0.313469,99.97595309351802,0.035456,1642000000,500000000,3.28,499995700.0,1,2016-08-22,95.31,2016-07-22
GB00BXR9JC59,0.34,0.388412,0.408,0.3880360000000001,99.90325671887399,0.019588,7027050000,2500000000,2.81,2500000000.0,3,2016-10-24,56.51,2016-07-22
GB00BXRC2255,0.32,0.358217,0.38299999999999995,0.357578,99.821700682524,0.024783000000000003,9721250000,3000000000,3.24,3000000000.0,6,2017-01-23,38.11111,2016-07-22
GB00BXRC5G06,0.285,0.33804900000000004,0.365,0.33748,99.831722232216,0.026951,10262200000,3000000000,3.42,2999980000.0,6,2017-01-30,36.08,2016-07-29
GB00BXR8LB57,0.25,0.285048,0.32,0.284983,99.977357478684,0.034952000000000004,2534900000,500000000,5.07,499999700.0,1,2016-08-30,14.21,2016-07-29
GB00BXR9N561,0.265,0.343042,0.361,0.342749,99.914547543948,0.017958000000000002,8060000000,2500000000,3.22,2500000000.0,3,2016-10-31,23.04,2016-07-29
GB00BXRC8X85,0.2,0.245571,0.259,0.24527100000000002,99.877700653082,0.013429,11807650000,3000000000,3.94,2999989000.0,6,2017-02-06,95.79,2016-08-05
GB00BXR9RC18,0.19,0.236265,0.27399999999999997,0.2361260000000001,99.941130252229,0.037735000000000005,8301400000,2500000000,3.32,2500000000.0,3,2016-11-07,0.725,2016-08-05
GB00BXR8NT71,0.15,0.16609300000000002,0.2,0.166072,99.9872602424,0.033907,2550100000,500000000,5.1,499998560.0,1,2016-09-05,9.28,2016-08-05
GB00BXR8SY79,0.15,0.187006,0.22,0.186979,99.985656391933,0.032994,1334850000,500000000,2.67,499996700.0,1,2016-09-12,26.47,2016-08-12
GB00BXR9W711,0.19,0.2270210000000001,0.25,0.22689299999999998,99.943432261038,0.022979,6595550000,2500000000,2.64,2499986160.0,3,2016-11-14,71.42,2016-08-12
GB00BXRCF155,0.16699999999999998,0.235827,0.255,0.23555,99.882547663415,0.019173,8000150000,3000000000,2.67,2999970000.0,6,2017-02-13,28.92,2016-08-12
GB00BXR7KQ03,0.17,0.193103,0.21,0.193074,99.985188813217,0.016897,1263200000,500000000,2.53,499998140.0,1,2016-09-19,86.83,2016-08-19
GB00BXR8GD29,0.18,0.22384,0.23800000000000002,0.223715,99.94422444155899,0.014159999999999999,7456150000,2500000000,2.98,2499972000.0,3,2016-11-21,65.48,2016-08-19
GB00BXRB0K64,0.205,0.241988,0.252,0.241696,99.879482909357,0.010012,7253400000,3000000000,2.42,3000000000.0,6,2017-02-20,64.4,2016-08-19
GB00BXR91W99,0.17,0.176872,0.17800000000000002,0.17684899999999998,99.986918029412,0.0011279999999999999,2143100000,500000000,4.29,500000000.0,1,2016-09-26,73.4,2016-08-26
GB00BXRB4V59,0.185,0.221363,0.233,0.221242,99.94544711887801,0.011637,6260800000,2500000000,2.5,2499954000.0,3,2016-11-28,50.36,2016-08-26
GB00BXRCN993,0.2,0.24907800000000002,0.259,0.248771,99.876636980537,0.009922,6605350000,3000000000,2.2,2999994480.0,6,2017-02-27,73.24,2016-08-26
GB00BXRB7Q12,0.15,0.21871300000000002,0.23,0.218594,99.945501270735,0.011287,5877050000,2500000000,2.35,2499984640.0,3,2016-12-05,59.44,2016-09-02
GB00BXRCRD14,0.21,0.237064,0.251,0.236784,99.88193230978099,0.013936000000000002,8507150000,3000000000,2.84,2999998000.0,6,2017-03-06,20.2,2016-09-02
GB00BXR94P38,0.15,0.16620100000000002,0.175,0.16618,99.98725195958001,0.008799,1895800000,500000000,3.79,499999100.0,1,2016-10-03,45.1,2016-09-02
GB00BXR97N29,0.15,0.196053,0.24100000000000002,0.196024,99.984962579389,0.044947,3021550000,1500000000,2.01,1500000000.0,1,2016-10-10,27.19,2016-09-09
GB00BXRBB362,0.179,0.212457,0.22,0.212345,99.947059310506,0.007543000000000002,5323400000,1500000000,3.55,1499981130.0,3,2016-12-12,70.14,2016-09-09
GB00BXRCVW80,0.22,0.244018,0.25,0.243721,99.87847313871201,0.005982,6946900000,3000000000,2.32,2999948000.0,6,2017-03-13,52.4,2016-09-09
GB00BXR80D04,0.16,0.208105,0.231,0.208072,99.984038328978,0.022895,3938350000,1500000000,2.63,1500000000.0,1,2016-10-17,21.935,2016-09-16
GB00BXR91S53,0.18,0.20776,0.21899999999999997,0.207652,99.948229117496,0.011240000000000002,4437100000,1500000000,2.96,1499967850.0,3,2016-12-19,97.33,2016-09-16
GB00BXRBL254,0.21,0.241596,0.249,0.24130500000000002,99.879677901903,0.007404000000000002,6759450000,3000000000,2.25,2999984500.0,6,2017-03-20,27.59,2016-09-16
GB00BXR9JC59,0.175,0.18411,0.19699999999999998,0.184084,99.98587848760401,0.01289,5154750000,1500000000,3.44,1500000000.0,1,2016-10-24,74.21,2016-09-23
GB00BXRBL148,0.2,0.23002,0.254,0.22988499999999998,99.941426493049,0.02398,4177300000,1500000000,2.78,1500000000.0,3,2016-12-28,38.4,2016-09-23
GB00BXRD4G62,0.2,0.242275,0.249,0.241983,99.879340147441,0.006725,6799600000,3000000000,2.27,2999992240.0,6,2017-03-27,88.24,2016-09-23
GB00BXRD7G77,0.195,0.233862,0.245,0.23359000000000002,99.883525180938,0.011138,5800250000,3000000000,1.93,2999963900.0,6,2017-04-03,21.66,2016-09-30
GB00BXRBNV82,0.165,0.183831,0.19899999999999998,0.183746,99.953685974897,0.015168999999999997,5548700000,1500000000,3.7,1499990000.0,3,2017-01-03,5.46,2016-09-30
GB00BXR9N561,0.08,0.130472,0.14,0.130459,99.989992190705,0.009528,2626300000,500000000,5.25,499981420.0,1,2016-10-31,93.01,2016-09-30
GB00BXR9RC18,0.1,0.13066,0.175,0.130647,99.989977771675,0.04434,2536900000,500000000,5.07,500000000.0,1,2016-11-07,84.6,2016-10-07
GB00BXRBRD80,0.15,0.177608,0.18899999999999997,0.177529,99.955739248132,0.011392,5868250000,1000000000,5.87,999990500.0,3,2017-01-09,14.33,2016-10-07
GB00BXRDBV01,0.195,0.23646,0.245,0.236182,99.882232772533,0.008539999999999999,7006700000,3000000000,2.34,2999998200.0,6,2017-04-10,75.31,2016-10-07
GB00BXR9W711,0.11,0.128364,0.13,0.128351,99.99015386819,0.0016359999999999999,2440200000,500000000,4.88,499985600.0,1,2016-11-14,90.91,2016-10-14
GB00BXR9JJ29,0.15,0.17724399999999998,0.187,0.17716600000000002,99.955829918582,0.009756,3713350000,1000000000,3.71,999998850.0,3,2017-01-16,79.69,2016-10-14
GB00BXRC2F83,0.21,0.242235,0.253,0.241941,99.878697991708,0.010765,6962500000,3000000000,2.32,2999998000.0,6,2017-04-18,72.25,2016-10-14
GB00BXR8GD29,0.12,0.15873099999999998,0.19899999999999998,0.158712,99.987824857864,0.040269000000000006,2170000000,500000000,4.34,500000000.0,1,2016-11-21,67.0,2016-10-21
GB00BXRC2255,0.16,0.16987,0.175,0.169798,99.957666777923,0.00513,4555450000,1000000000,4.56,999996000.0,3,2017-01-23,57.47,2016-10-21
GB00BXRDLJ88,0.215,0.239794,0.248,0.239508,99.880574280491,0.008206,8237400000,3000000000,2.75,2999952200.0,6,2017-04-24,3.77,2016-10-21
GB00BXRB4V59,0.1,0.131435,0.163,0.131422,99.989918331572,0.031564999999999996,2840800000,500000000,5.68,500000000.0,1,2016-11-28,19.08,2016-10-28
GB00BXRC5G06,0.14,0.159943,0.168,0.159879,99.96013969477501,0.008056999999999998,5482550000,1000000000,5.48,1000000000.0,3,2017-01-30,24.00976,2016-10-28
GB00BXRDPR43,0.22,0.242802,0.25,0.2425070000000001,99.878414405049,0.007198,6296000000,3000000000,2.1,2999979850.0,6,2017-05-02,95.31,2016-10-28
GB00BXRDV655,0.2,0.22904,0.23800000000000002,0.228779,99.885924035303,0.008960000000000001,8272250000,2500000000,3.31,2499981500.0,6,2017-05-08,96.61,2016-11-04
GB00BXRB7Q12,0.12,0.16425399999999998,0.198,0.16423300000000002,99.98740128062799,0.033746,1667350000,500000000,3.33,500000000.0,1,2016-12-05,54.6,2016-11-04
GB00BXRC8X85,0.14,0.154616,0.16899999999999998,0.154556,99.961466755203,0.014384,5507200000,1500000000,3.67,1500000000.0,3,2017-02-06,27.5,2016-11-04
GB00BXRBB362,0.1,0.14146699999999998,0.168,0.14145200000000002,99.98914891457501,0.026533,2449500000,500000000,4.9,500000000.0,1,2016-12-12,73.125,2016-11-11
GB00BXRCF155,0.13,0.14471399999999998,0.15,0.144662,99.963933631701,0.005286,6300500000,1500000000,4.2,1499970000.0,3,2017-02-13,72.94,2016-11-11
GB00BXRCJM47,0.19,0.223233,0.23,0.222985,99.888813061592,0.006767,7511400000,2500000000,3.0,2499957180.0,6,2017-05-15,62.39,2016-11-11
GB00BXRB0K64,0.12,0.133874,0.14300000000000002,0.133829,99.966634330915,0.009126,4769050000,1000000000,4.77,999986500.0,3,2017-02-20,54.37,2016-11-18
GB00BXRF2V37,0.18899999999999997,0.20634699999999997,0.213,0.20613499999999998,99.897214923545,0.006653,7699200000,2000000000,3.85,2000000000.0,6,2017-05-22,17.5,2016-11-18
GB00BXR91S53,0.13,0.151551,0.168,0.151533,99.988375521306,0.016449000000000002,2470450000,500000000,4.94,500000000.0,1,2016-12-19,54.75,2016-11-18
GB00BXRF6N33,0.18,0.196027,0.203,0.195835,99.901814468598,0.006973,7967200000,2000000000,3.98,1999983400.0,6,2017-05-30,37.43,2016-11-25
GB00BXRCN993,0.115,0.120935,0.125,0.120899,99.96985817023001,0.004065,4387350000,1000000000,4.39,999994800.0,3,2017-02-27,91.79,2016-11-25
GB00BXRBL148,0.11,0.16391100000000006,0.198,0.163889,99.986529677754,0.034089,2665300000,500000000,5.33,500000000.0,1,2016-12-28,8.74,2016-11-25
GB00BXRBNV82,0.02,0.06177000000000001,0.075,0.061767,99.995092487425,0.013230000000000002,3807000000,500000000,7.61,500000000.0,1,2017-01-03,64.1,2016-12-02
GB00BXRCRD14,0.08900000000000001,0.110203,0.11900000000000001,0.11017300000000001,99.972532278337,0.008797000000000001,6099150000,1500000000,4.07,1499979200.0,3,2017-03-06,92.88,2016-12-02
GB00BXRF9893,0.15,0.18262,0.188,0.182454,99.909023007883,0.005379999999999999,8657400000,2000000000,4.33,1999907035.0,6,2017-06-05,33.29,2016-12-02
GB00BXRCVW80,0.05,0.08893000000000001,0.098,0.08891,99.977833325663,0.00907,5848600000,1500000000,3.9,1499860000.0,3,2017-03-13,44.32,2016-12-09
GB00BXRFDT84,0.13,0.158557,0.168,0.158432,99.92100115888,0.009443,8094300000,2000000000,4.05,1999965000.0,6,2017-06-12,66.38,2016-12-09
GB00BXRBRD80,-0.015,0.021549,0.049,0.021549,99.998346953354,0.027451,6087800000,1500000000,4.06,1499995000.0,1,2017-01-09,68.98,2016-12-09
GB00BXRBL254,-0.026,0.038773,0.048,0.038769,99.990334241209,0.009227,5927050000,1500000000,3.95,1500000000.0,3,2017-03-20,50.57333,2016-12-16
GB00BXR9JJ29,-0.2,-0.10377,-0.101,-0.103778,100.007961072092,0.0027700000000000003,7614200000,1000000000,7.61,999905000.0,1,2017-01-16,94.05,2016-12-16
GB00BXRD4888,0.08,0.126519,0.129,0.12643900000000002,99.936953587276,0.002481,6410300000,2500000000,2.56,2499902400.0,6,2017-06-19,80.16,2016-12-16
GB00BXRC2255,-0.4,-0.2422050000000001,-0.095,-0.242247,100.01725593606399,0.147205,2298400000,500000000,4.6,500000000.0,1,2017-01-23,74.0,2016-12-23
GB00BXRD4G62,-0.07,0.010562,0.05,0.010562,99.997424674545,0.039438,2874600000,1000000000,2.87,999968350.0,3,2017-03-27,13.23,2016-12-23
GB00BXRFNS75,0.02,0.102499,0.12,0.102447,99.949478085487,0.017501,3813000000,1500000000,2.54,1500000000.0,6,2017-06-26,83.0,2016-12-23
GB00BXRC8X85,0.0,0.101944,0.159,0.101936,99.99218024989,0.057055999999999996,3635300000,1000000000,3.64,1000000000.0,1,2017-02-06,10.46666,2017-01-06
GB00BXRDBV01,0.06,0.098608,0.131,0.098584,99.97542158219801,0.032392000000000004,4800900000,2000000000,2.4,2000000000.0,3,2017-04-10,96.0,2017-01-06
GB00BXRFS599,0.12,0.15823199999999998,0.18899999999999997,0.158107,99.921162957995,0.030768,6232000000,2500000000,2.49,2499985000.0,6,2017-07-10,33.82,2017-01-06
GB00BXRDLQ55,0.145,0.178582,0.207,0.17842300000000005,99.911032854888,0.028418000000000002,4774200000,2500000000,1.91,2500000000.0,6,2017-07-17,6.0,2017-01-13
GB00BXRC2F83,0.08,0.150781,0.187,0.150724,99.96200936439699,0.036219,4079600000,2000000000,2.04,1999997500.0,3,2017-04-18,98.53,2017-01-13
GB00BXRCF155,0.05,0.120374,0.14300000000000002,0.12036300000000001,99.990766682757,0.022626,2426000000,500000000,4.85,500000000.0,1,2017-02-13,72.4,2017-01-13
GB00BXRG2491,0.165,0.174677,0.19399999999999998,0.174525,99.91297658027901,0.019323,4970300000,2000000000,2.49,1999996480.0,6,2017-07-24,13.04,2017-01-20
GB00BXRDLJ88,0.13,0.16298200000000002,0.187,0.16291599999999998,99.95938263591299,0.024018,4976900000,2000000000,2.49,1999996000.0,3,2017-04-24,57.87,2017-01-20
GB00BXRB0K64,0.05,0.08836000000000001,0.14,0.088354,99.99322215805401,0.05164,2172700000,500000000,4.35,500000000.0,1,2017-02-20,69.5,2017-01-20
GB00BXRCN993,0.05,0.151382,0.18899999999999997,0.151364,99.988388482677,0.037618,1354200000,500000000,2.71,500000000.0,1,2017-02-27,53.6,2017-01-27
GB00BXRDPR43,0.14,0.16425499999999998,0.18,0.164187,99.958615873277,0.015745,3980650000,1500000000,2.65,1499991950.0,3,2017-05-02,5.31,2017-01-27
GB00BXRG5734,0.145,0.179215,0.198,0.179055,99.91071778437401,0.018785,4665200000,2000000000,2.33,1999996000.0,6,2017-07-31,55.84,2017-01-27
GB00BXRG8H45,0.16,0.18449000000000002,0.196,0.18432,99.908092274035,0.01151,5131500000,2000000000,2.57,2000000000.0,6,2017-08-07,2.8,2017-02-03
GB00BXRCRD14,0.1,0.14636400000000002,0.162,0.146348,99.98877333723401,0.015636,2568700000,500000000,5.14,500000000.0,1,2017-03-06,2.2,2017-02-03
GB00BXRDV655,0.1,0.153021,0.16,0.15296300000000002,99.96186410791599,0.006979000000000001,5764600000,1000000000,5.76,999997000.0,3,2017-05-08,94.65,2017-02-03
GB00BXRCJM47,0.13,0.13799799999999998,0.147,0.137951,99.965606852135,0.009002,5669050000,1000000000,5.67,1000000000.0,3,2017-05-15,33.96,2017-02-10
GB00BXRGDH95,0.15,0.15829000000000001,0.159,0.158165,99.92113408303801,0.0007099999999999999,5826650000,1000000000,5.83,999918300.0,6,2017-08-14,81.31,2017-02-10
GB00BXRCVW80,0.08,0.131545,0.142,0.13153199999999998,99.989909894918,0.010455,3202250000,500000000,6.4,500000000.0,1,2017-03-13,33.56807,2017-02-10
